f 0.800000 0.800000 0.800000 
20 31 6 snow
20 31 7 snow
20 31 8 snow
20 31 9 snow
20 32 0 snow
20 32 1 snow
20 32 2 snow
20 32 3 snow
20 32 4 snow
20 32 5 snow
20 32 6 snow
20 32 7 snow
20 32 8 snow
20 32 9 snow
20 33 0 snow
20 33 1 snow
20 33 2 snow
20 33 3 snow
20 33 4 snow
20 33 5 snow
20 33 6 snow
20 33 7 snow
20 33 8 snow
20 33 9 snow
20 34 0 snow
20 34 1 snow
20 34 2 snow
20 34 3 snow
20 34 4 snow
20 34 5 snow
20 34 6 snow
20 34 7 snow
20 34 8 snow
20 34 9 snow
20 35 0 snow
20 35 1 snow
20 35 2 snow
20 35 3 snow
20 35 4 snow
20 35 5 snow
20 35 6 snow
20 35 7 snow
20 35 8 snow
20 35 9 snow
20 36 0 snow
20 36 1 snow
20 36 2 snow
20 36 3 snow
20 36 4 snow
20 36 5 snow
20 36 6 snow
20 36 7 snow
20 36 8 snow
20 36 9 snow
20 37 0 snow
20 37 1 snow
20 37 2 snow
20 37 3 snow
20 37 4 snow
20 37 5 snow
20 37 6 snow
20 37 7 snow
20 37 8 snow
20 37 9 snow
20 38 0 snow
20 38 1 snow
20 38 2 snow
20 38 3 snow
20 38 4 snow
20 38 5 snow
20 38 6 snow
20 38 7 snow
20 38 8 snow
20 38 9 snow
20 39 0 snow
20 39 1 snow
20 39 2 snow
20 39 3 snow
20 39 4 snow
20 39 5 snow
20 39 6 snow
20 39 7 snow
20 39 8 snow
20 39 9 snow
20 40 0 snow
20 40 1 snow
20 40 2 snow
20 40 3 snow
20 40 4 snow
20 40 5 snow
20 40 6 snow
20 40 7 snow
20 40 8 snow
20 40 9 snow
20 41 0 snow
20 41 1 snow
20 41 2 snow
20 41 3 snow
20 41 4 snow
20 41 5 snow
20 41 6 snow
20 41 7 snow
20 41 8 snow
20 41 9 snow
20 42 0 snow
20 42 1 snow
20 42 2 snow
20 42 3 snow
20 42 4 snow
20 42 5 snow
20 42 6 snow
20 42 7 snow
20 42 8 snow
20 42 9 snow
20 43 0 snow
20 43 1 snow
20 43 2 snow
20 43 3 snow
20 43 4 snow
20 43 5 snow
20 43 6 snow
20 43 7 snow
20 43 8 snow
20 43 9 snow
20 44 0 snow
20 44 1 snow
20 44 2 snow
20 44 3 snow
20 44 4 snow
20 44 5 snow
20 44 6 snow
20 44 7 snow
20 44 8 snow
20 44 9 snow
20 45 0 snow
20 45 1 snow
20 45 2 snow
20 45 3 snow
20 45 4 snow
20 45 5 snow
20 45 6 snow
20 45 7 snow
20 45 8 snow
20 45 9 snow
20 46 0 snow
20 46 1 snow
20 46 2 snow
20 46 3 snow
20 46 4 snow
20 46 5 snow
20 46 6 snow
20 46 7 snow
20 46 8 snow
20 46 9 snow
20 47 0 snow
20 47 1 snow
20 47 2 snow
20 47 3 snow
20 47 4 snow
20 47 5 snow
20 47 6 snow
20 47 7 snow
20 47 8 snow
20 47 9 snow
20 48 0 snow
20 48 1 snow
20 48 2 snow
20 48 3 snow
20 48 4 snow
20 48 5 snow
20 48 6 snow
20 48 7 snow
20 48 8 snow
20 48 9 snow
20 49 0 snow
20 49 1 snow
20 49 2 snow
20 49 3 snow
20 49 4 snow
20 49 5 snow
20 49 6 snow
20 49 7 snow
20 49 8 snow
20 49 9 snow
20 50 0 snow
20 50 1 snow
20 50 2 snow
20 50 3 snow
20 50 4 snow
20 50 5 snow
20 50 6 snow
20 50 7 snow
20 50 8 snow
20 50 9 snow
20 51 0 snow
20 51 1 snow
20 51 2 snow
20 51 3 snow
20 51 4 snow
20 51 5 snow
20 51 6 snow
20 51 7 snow
20 51 8 snow
20 51 9 snow
20 51 11 leaves_1
20 51 12 leaves_1
20 52 0 snow
20 52 1 snow
20 52 2 snow
20 52 3 snow
20 52 4 snow
20 52 5 snow
20 52 6 snow
20 52 7 snow
20 52 8 snow
20 52 9 snow
20 52 10 trunk
20 52 11 trunk
20 52 12 leaves_1
20 52 13 leaves_1
20 53 0 snow
20 53 1 snow
20 53 2 snow
20 53 3 snow
20 53 4 snow
20 53 5 snow
20 53 6 snow
20 53 7 snow
20 53 8 snow
20 53 9 snow
20 53 11 leaves_1
20 53 12 leaves_1
20 54 0 snow
20 54 1 snow
20 54 2 snow
20 54 3 snow
20 54 4 snow
20 54 5 snow
20 54 6 snow
20 54 7 snow
20 54 8 snow
20 54 9 snow
20 55 0 snow
20 55 1 snow
20 55 2 snow
20 55 3 snow
20 55 4 snow
20 55 5 snow
20 55 6 snow
20 55 7 snow
20 55 8 snow
20 55 9 snow
20 56 0 snow
20 56 1 snow
20 56 2 snow
20 56 3 snow
20 56 4 snow
20 56 5 snow
20 56 6 snow
20 56 7 snow
20 56 8 snow
20 56 9 snow
20 57 0 snow
20 57 1 snow
20 57 2 snow
20 57 3 snow
20 57 4 snow
20 57 5 snow
20 57 6 snow
20 57 7 snow
20 57 8 snow
20 57 9 snow
20 58 0 snow
20 58 1 snow
20 58 2 snow
20 58 3 snow
20 58 4 snow
20 58 5 snow
20 58 6 snow
20 58 7 snow
20 58 8 snow
20 58 9 snow
20 59 0 snow
20 59 1 snow
20 59 2 snow
20 59 3 snow
20 59 4 snow
20 59 5 snow
20 59 6 snow
20 59 7 snow
20 59 8 snow
20 59 9 snow
20 60 0 snow
20 60 1 snow
20 60 2 snow
20 60 3 snow
20 60 4 snow
20 60 5 snow
20 60 6 snow
20 60 7 snow
20 60 8 snow
20 60 9 snow
20 61 0 snow
20 61 1 snow
20 61 2 snow
20 61 3 snow
20 61 4 snow
20 61 5 snow
20 61 6 snow
20 61 7 snow
20 61 8 snow
20 61 9 snow
20 62 0 snow
20 62 1 snow
20 62 2 snow
20 62 3 snow
20 62 4 snow
20 62 5 snow
20 62 6 snow
20 62 7 snow
20 62 8 snow
20 62 9 snow
20 63 0 snow
20 63 1 snow
20 63 2 snow
20 63 3 snow
20 63 4 snow
20 63 5 snow
20 63 6 snow
20 63 7 snow
20 63 8 snow
20 63 9 snow
20 64 0 snow
20 64 1 snow
20 64 2 snow
20 64 3 snow
20 64 4 snow
20 64 5 snow
20 64 6 snow
20 64 7 snow
20 64 8 snow
20 64 9 snow
20 65 0 snow
20 65 1 snow
20 65 2 snow
20 65 3 snow
20 65 4 snow
20 65 5 snow
20 65 6 snow
20 65 7 snow
20 65 8 snow
20 65 9 snow
20 66 0 snow
20 66 1 snow
20 66 2 snow
20 66 3 snow
20 66 4 snow
20 66 5 snow
20 66 6 snow
20 66 7 snow
20 66 8 snow
20 66 9 snow
20 67 0 snow
20 67 1 snow
20 67 2 snow
20 67 3 snow
20 67 4 snow
20 67 5 snow
20 67 6 snow
20 67 7 snow
20 67 8 snow
20 67 9 snow
20 68 0 snow
20 68 1 snow
20 68 2 snow
20 68 3 snow
20 68 4 snow
20 68 5 snow
20 68 6 snow
20 68 7 snow
20 68 8 snow
20 68 9 snow
20 69 0 snow
20 69 1 snow
20 69 2 snow
20 69 3 snow
20 69 4 snow
20 69 5 snow
20 69 6 snow
20 69 7 snow
20 69 8 snow
20 69 9 snow
20 70 0 snow
20 70 1 snow
20 70 2 snow
20 70 3 snow
20 70 4 snow
20 70 5 snow
20 70 6 snow
20 70 7 snow
20 70 8 snow
20 70 9 snow
20 71 0 snow
20 71 1 snow
20 71 2 snow
20 71 3 snow
20 71 4 snow
20 71 5 snow
20 71 6 snow
20 71 7 snow
20 71 8 snow
20 71 9 snow
20 72 0 snow
20 72 1 snow
20 72 2 snow
20 72 3 snow
20 72 4 snow
20 72 5 snow
20 72 6 snow
20 72 7 snow
20 72 8 snow
20 72 9 snow
20 73 0 snow
20 73 1 snow
20 73 2 snow
20 73 3 snow
20 73 4 snow
20 73 5 snow
20 73 6 snow
20 73 7 snow
20 73 8 snow
20 73 9 snow
20 74 0 snow
20 74 1 snow
20 74 2 snow
20 74 3 snow
20 74 4 snow
20 74 5 snow
20 74 6 snow
20 74 7 snow
20 74 8 snow
20 74 9 snow
20 75 0 snow
20 75 1 snow
20 75 2 snow
20 75 3 snow
20 75 4 snow
20 75 5 snow
20 75 6 snow
20 75 7 snow
20 75 8 snow
20 75 9 snow
20 76 0 snow
20 76 1 snow
20 76 2 snow
20 76 3 snow
20 76 4 snow
20 76 5 snow
20 76 6 snow
20 76 7 snow
20 76 8 snow
20 76 9 snow
20 77 0 snow
20 77 1 snow
20 77 2 snow
20 77 3 snow
20 77 4 snow
20 77 5 snow
20 77 6 snow
20 77 7 snow
20 77 8 snow
20 77 9 snow
20 78 0 snow
20 78 1 snow
20 78 2 snow
20 78 3 snow
20 78 4 snow
20 78 5 snow
20 78 6 snow
20 78 7 snow
20 78 8 snow
20 78 9 snow
20 79 0 snow
20 79 1 snow
20 79 2 snow
20 79 3 snow
20 79 4 snow
20 79 5 snow
20 79 6 snow
20 79 7 snow
20 79 8 snow
20 79 9 snow
20 80 0 snow
20 80 1 snow
20 80 2 snow
20 80 3 snow
20 80 4 snow
20 80 5 snow
20 80 6 snow
20 80 7 snow
20 80 8 snow
20 80 9 snow
20 81 0 snow
20 81 1 snow
20 81 2 snow
20 81 3 snow
20 81 4 snow
20 81 5 snow
20 81 6 snow
20 81 7 snow
20 81 8 snow
20 81 9 snow
20 82 0 snow
20 82 1 snow
20 82 2 snow
20 82 3 snow
20 82 4 snow
20 82 5 snow
20 82 6 snow
20 82 7 snow
20 82 8 snow
20 82 9 snow
20 83 0 snow
20 83 1 snow
20 83 2 snow
20 83 3 snow
20 83 4 snow
20 83 5 snow
20 83 6 snow
20 83 7 snow
20 83 8 snow
20 83 9 snow
20 83 12 leaves_1
20 84 0 snow
20 84 1 snow
20 84 2 snow
20 84 3 snow
20 84 4 snow
20 84 5 snow
20 84 6 snow
20 84 7 snow
20 84 8 snow
20 84 9 snow
20 84 12 leaves_1
20 84 13 leaves_1
20 84 14 leaves_1
20 85 0 snow
20 85 1 snow
20 85 2 snow
20 85 3 snow
20 85 4 snow
20 85 5 snow
20 85 6 snow
20 85 7 snow
20 85 8 snow
20 85 9 snow
20 85 10 trunk
20 85 11 trunk
20 85 12 trunk
20 85 13 leaves_1
20 85 14 leaves_1
20 85 15 leaves_1
20 86 0 snow
20 86 1 snow
20 86 2 snow
20 86 3 snow
20 86 4 snow
20 86 5 snow
20 86 6 snow
20 86 7 snow
20 86 8 snow
20 86 9 snow
20 86 12 leaves_1
20 86 13 leaves_1
20 86 14 leaves_1
20 87 0 snow
20 87 1 snow
20 87 2 snow
20 87 3 snow
20 87 4 snow
20 87 5 snow
20 87 6 snow
20 87 7 snow
20 87 8 snow
20 87 9 snow
20 87 12 leaves_1
20 88 0 snow
20 88 1 snow
20 88 2 snow
20 88 3 snow
20 88 4 snow
20 88 5 snow
20 88 6 snow
20 88 7 snow
20 88 8 snow
20 88 9 snow
20 89 0 snow
20 89 1 snow
20 89 2 snow
20 89 3 snow
20 89 4 snow
20 89 5 snow
20 89 6 snow
20 89 7 snow
20 89 8 snow
20 89 9 snow
20 90 0 snow
20 90 1 snow
20 90 2 snow
20 90 3 snow
20 90 4 snow
20 90 5 snow
20 90 6 snow
20 90 7 snow
20 90 8 snow
20 90 9 snow
20 91 0 snow
20 91 1 snow
20 91 2 snow
20 91 3 snow
20 91 4 snow
20 91 5 snow
20 91 6 snow
20 91 7 snow
20 91 8 snow
20 91 9 snow
20 92 0 snow
20 92 1 snow
20 92 2 snow
20 92 3 snow
20 92 4 snow
20 92 5 snow
20 92 6 snow
20 92 7 snow
20 92 8 snow
20 92 9 snow
20 93 0 snow
20 93 1 snow
20 93 2 snow
20 93 3 snow
20 93 4 snow
20 93 5 snow
20 93 6 snow
20 93 7 snow
20 93 8 snow
20 93 9 snow
20 94 0 snow
20 94 1 snow
20 94 2 snow
20 94 3 snow
20 94 4 snow
20 94 5 snow
20 94 6 snow
20 94 7 snow
20 94 8 snow
20 94 9 snow
20 95 0 snow
20 95 1 snow
20 95 2 snow
20 95 3 snow
20 95 4 snow
20 95 5 snow
20 95 6 snow
20 95 7 snow
20 95 8 snow
20 95 9 snow
20 95 10 snow
20 96 0 snow
20 96 1 snow
20 96 2 snow
20 96 3 snow
20 96 4 snow
20 96 5 snow
20 96 6 snow
20 96 7 snow
20 96 8 snow
20 96 9 snow
20 96 10 snow
20 97 0 snow
20 97 1 snow
20 97 2 snow
20 97 3 snow
20 97 4 snow
20 97 5 snow
20 97 6 snow
20 97 7 snow
20 97 8 snow
20 97 9 snow
20 97 10 snow
20 98 0 snow
20 98 1 snow
20 98 2 snow
20 98 3 snow
20 98 4 snow
20 98 5 snow
20 98 6 snow
20 98 7 snow
20 98 8 snow
20 98 9 snow
20 98 10 snow
20 99 0 snow
20 99 1 snow
20 99 2 snow
20 99 3 snow
20 99 4 snow
20 99 5 snow
20 99 6 snow
20 99 7 snow
20 99 8 snow
20 99 9 snow
20 99 10 snow
21 0 0 snow
21 0 1 snow
21 0 2 snow
21 0 3 snow
21 0 4 snow
21 0 5 snow
21 0 6 snow
21 0 7 snow
21 0 8 snow
21 1 0 snow
21 1 1 snow
21 1 2 snow
21 1 3 snow
21 1 4 snow
21 1 5 snow
21 1 6 snow
21 1 7 snow
21 1 8 snow
21 2 0 snow
21 2 1 snow
21 2 2 snow
21 2 3 snow
21 2 4 snow
21 2 5 snow
21 2 6 snow
21 2 7 snow
21 2 8 snow
21 3 0 snow
21 3 1 snow
21 3 2 snow
21 3 3 snow
21 3 4 snow
21 3 5 snow
21 3 6 snow
21 3 7 snow
21 3 8 snow
21 4 0 snow
21 4 1 snow
21 4 2 snow
21 4 3 snow
21 4 4 snow
21 4 5 snow
21 4 6 snow
21 4 7 snow
21 4 8 snow
21 5 0 snow
21 5 1 snow
21 5 2 snow
21 5 3 snow
21 5 4 snow
21 5 5 snow
21 5 6 snow
21 5 7 snow
21 5 8 snow
21 6 0 snow
21 6 1 snow
21 6 2 snow
21 6 3 snow
21 6 4 snow
21 6 5 snow
21 6 6 snow
21 6 7 snow
21 6 8 snow
21 7 0 snow
21 7 1 snow
21 7 2 snow
21 7 3 snow
21 7 4 snow
21 7 5 snow
21 7 6 snow
21 7 7 snow
21 7 8 snow
21 8 0 snow
21 8 1 snow
21 8 2 snow
21 8 3 snow
21 8 4 snow
21 8 5 snow
21 8 6 snow
21 8 7 snow
21 8 8 snow
21 9 0 snow
21 9 1 snow
21 9 2 snow
21 9 3 snow
21 9 4 snow
21 9 5 snow
21 9 6 snow
21 9 7 snow
21 9 8 snow
21 10 0 snow
21 10 1 snow
21 10 2 snow
21 10 3 snow
21 10 4 snow
21 10 5 snow
21 10 6 snow
21 10 7 snow
21 10 8 snow
21 11 0 snow
21 11 1 snow
21 11 2 snow
21 11 3 snow
21 11 4 snow
21 11 5 snow
21 11 6 snow
21 11 7 snow
21 11 8 snow
21 12 0 snow
21 12 1 snow
21 12 2 snow
21 12 3 snow
21 12 4 snow
21 12 5 snow
21 12 6 snow
21 12 7 snow
21 12 8 snow
21 13 0 snow
21 13 1 snow
21 13 2 snow
21 13 3 snow
21 13 4 snow
21 13 5 snow
21 13 6 snow
21 13 7 snow
21 13 8 snow
21 14 0 snow
21 14 1 snow
21 14 2 snow
21 14 3 snow
21 14 4 snow
21 14 5 snow
21 14 6 snow
21 14 7 snow
21 14 8 snow
21 15 0 snow
21 15 1 snow
21 15 2 snow
21 15 3 snow
21 15 4 snow
21 15 5 snow
21 15 6 snow
21 15 7 snow
21 15 8 snow
21 15 12 leaves_1
21 16 0 snow
21 16 1 snow
21 16 2 snow
21 16 3 snow
21 16 4 snow
21 16 5 snow
21 16 6 snow
21 16 7 snow
21 16 8 snow
21 17 0 snow
21 17 1 snow
21 17 2 snow
21 17 3 snow
21 17 4 snow
21 17 5 snow
21 17 6 snow
21 17 7 snow
21 17 8 snow
21 18 0 snow
21 18 1 snow
21 18 2 snow
21 18 3 snow
21 18 4 snow
21 18 5 snow
21 18 6 snow
21 18 7 snow
21 18 8 snow
21 19 0 snow
21 19 1 snow
21 19 2 snow
21 19 3 snow
21 19 4 snow
21 19 5 snow
21 19 6 snow
21 19 7 snow
21 19 8 snow
21 20 0 snow
21 20 1 snow
21 20 2 snow
21 20 3 snow
21 20 4 snow
21 20 5 snow
21 20 6 snow
21 20 7 snow
21 20 8 snow
21 21 0 snow
21 21 1 snow
21 21 2 snow
21 21 3 snow
21 21 4 snow
21 21 5 snow
21 21 6 snow
21 21 7 snow
21 21 8 snow
21 21 9 snow
21 22 0 snow
21 22 1 snow
21 22 2 snow
21 22 3 snow
21 22 4 snow
21 22 5 snow
21 22 6 snow
21 22 7 snow
21 22 8 snow
21 22 9 snow
21 23 0 snow
21 23 1 snow
21 23 2 snow
21 23 3 snow
21 23 4 snow
21 23 5 snow
21 23 6 snow
21 23 7 snow
21 23 8 snow
21 23 9 snow
21 23 12 leaves_1
21 24 0 snow
21 24 1 snow
21 24 2 snow
21 24 3 snow
21 24 4 snow
21 24 5 snow
21 24 6 snow
21 24 7 snow
21 24 8 snow
21 24 9 snow
21 24 12 leaves_1
21 24 13 leaves_1
21 25 0 snow
21 25 1 snow
21 25 2 snow
21 25 3 snow
21 25 4 snow
21 25 5 snow
21 25 6 snow
21 25 7 snow
21 25 8 snow
21 25 9 snow
21 25 12 leaves_1
21 26 0 snow
21 26 1 snow
21 26 2 snow
21 26 3 snow
21 26 4 snow
21 26 5 snow
21 26 6 snow
21 26 7 snow
21 26 8 snow
21 26 9 snow
21 27 0 snow
21 27 1 snow
21 27 2 snow
21 27 3 snow
21 27 4 snow
21 27 5 snow
21 27 6 snow
21 27 7 snow
21 27 8 snow
21 27 9 snow
21 28 0 snow
21 28 1 snow
21 28 2 snow
21 28 3 snow
21 28 4 snow
21 28 5 snow
21 28 6 snow
21 28 7 snow
21 28 8 snow
21 28 9 snow
21 29 0 snow
21 29 1 snow
21 29 2 snow
21 29 3 snow
21 29 4 snow
21 29 5 snow
21 29 6 snow
21 29 7 snow
21 29 8 snow
21 29 9 snow
21 30 0 snow
21 30 1 snow
21 30 2 snow
21 30 3 snow
21 30 4 snow
21 30 5 snow
21 30 6 snow
21 30 7 snow
21 30 8 snow
21 30 9 snow
21 31 0 snow
21 31 1 snow
21 31 2 snow
21 31 3 snow
21 31 4 snow
21 31 5 snow
21 31 6 snow
21 31 7 snow
21 31 8 snow
21 31 9 snow
21 32 0 snow
21 32 1 snow
21 32 2 snow
21 32 3 snow
21 32 4 snow
21 32 5 snow
21 32 6 snow
21 32 7 snow
21 32 8 snow
21 32 9 snow
21 33 0 snow
21 33 1 snow
21 33 2 snow
21 33 3 snow
21 33 4 snow
21 33 5 snow
21 33 6 snow
21 33 7 snow
21 33 8 snow
21 33 9 snow
21 34 0 snow
21 34 1 snow
21 34 2 snow
21 34 3 snow
21 34 4 snow
21 34 5 snow
21 34 6 snow
21 34 7 snow
21 34 8 snow
21 34 9 snow
21 35 0 snow
21 35 1 snow
21 35 2 snow
21 35 3 snow
21 35 4 snow
21 35 5 snow
21 35 6 snow
21 35 7 snow
21 35 8 snow
21 35 9 snow
21 36 0 snow
21 36 1 snow
21 36 2 snow
21 36 3 snow
21 36 4 snow
21 36 5 snow
21 36 6 snow
21 36 7 snow
21 36 8 snow
21 36 9 snow
21 37 0 snow
21 37 1 snow
21 37 2 snow
21 37 3 snow
21 37 4 snow
21 37 5 snow
21 37 6 snow
21 37 7 snow
21 37 8 snow
21 37 9 snow
21 38 0 snow
21 38 1 snow
21 38 2 snow
21 38 3 snow
21 38 4 snow
21 38 5 snow
21 38 6 snow
21 38 7 snow
21 38 8 snow
21 38 9 snow
21 39 0 snow
21 39 1 snow
21 39 2 snow
21 39 3 snow
21 39 4 snow
21 39 5 snow
21 39 6 snow
21 39 7 snow
21 39 8 snow
21 39 9 snow
21 40 0 snow
21 40 1 snow
21 40 2 snow
21 40 3 snow
21 40 4 snow
21 40 5 snow
21 40 6 snow
21 40 7 snow
21 40 8 snow
21 40 9 snow
21 41 0 snow
21 41 1 snow
21 41 2 snow
21 41 3 snow
21 41 4 snow
21 41 5 snow
21 41 6 snow
21 41 7 snow
21 41 8 snow
21 41 9 snow
21 42 0 snow
21 42 1 snow
21 42 2 snow
21 42 3 snow
21 42 4 snow
21 42 5 snow
21 42 6 snow
21 42 7 snow
21 42 8 snow
21 42 9 snow
21 43 0 snow
21 43 1 snow
21 43 2 snow
21 43 3 snow
21 43 4 snow
21 43 5 snow
21 43 6 snow
21 43 7 snow
21 43 8 snow
21 43 9 snow
21 44 0 snow
21 44 1 snow
21 44 2 snow
21 44 3 snow
21 44 4 snow
21 44 5 snow
21 44 6 snow
21 44 7 snow
21 44 8 snow
21 44 9 snow
21 45 0 snow
21 45 1 snow
21 45 2 snow
21 45 3 snow
21 45 4 snow
21 45 5 snow
21 45 6 snow
21 45 7 snow
21 45 8 snow
21 45 9 snow
21 46 0 snow
21 46 1 snow
21 46 2 snow
21 46 3 snow
21 46 4 snow
21 46 5 snow
21 46 6 snow
21 46 7 snow
21 46 8 snow
21 46 9 snow
21 47 0 snow
21 47 1 snow
21 47 2 snow
21 47 3 snow
21 47 4 snow
21 47 5 snow
21 47 6 snow
21 47 7 snow
21 47 8 snow
21 47 9 snow
21 48 0 snow
21 48 1 snow
21 48 2 snow
21 48 3 snow
21 48 4 snow
21 48 5 snow
21 48 6 snow
21 48 7 snow
21 48 8 snow
21 48 9 snow
21 49 0 snow
21 49 1 snow
21 49 2 snow
21 49 3 snow
21 49 4 snow
21 49 5 snow
21 49 6 snow
21 49 7 snow
21 49 8 snow
21 49 9 snow
21 50 0 snow
21 50 1 snow
21 50 2 snow
21 50 3 snow
21 50 4 snow
21 50 5 snow
21 50 6 snow
21 50 7 snow
21 50 8 snow
21 50 9 snow
21 51 0 snow
21 51 1 snow
21 51 2 snow
21 51 3 snow
21 51 4 snow
21 51 5 snow
21 51 6 snow
21 51 7 snow
21 51 8 snow
21 51 9 snow
21 52 0 snow
21 52 1 snow
21 52 2 snow
21 52 3 snow
21 52 4 snow
21 52 5 snow
21 52 6 snow
21 52 7 snow
21 52 8 snow
21 52 9 snow
21 52 11 leaves_1
21 52 12 leaves_1
21 53 0 snow
21 53 1 snow
21 53 2 snow
21 53 3 snow
21 53 4 snow
21 53 5 snow
21 53 6 snow
21 53 7 snow
21 53 8 snow
21 53 9 snow
21 54 0 snow
21 54 1 snow
21 54 2 snow
21 54 3 snow
21 54 4 snow
21 54 5 snow
21 54 6 snow
21 54 7 snow
21 54 8 snow
21 54 9 snow
21 55 0 snow
21 55 1 snow
21 55 2 snow
21 55 3 snow
21 55 4 snow
21 55 5 snow
21 55 6 snow
21 55 7 snow
21 55 8 snow
21 55 9 snow
21 56 0 snow
21 56 1 snow
21 56 2 snow
21 56 3 snow
21 56 4 snow
21 56 5 snow
21 56 6 snow
21 56 7 snow
21 56 8 snow
21 56 9 snow
21 57 0 snow
21 57 1 snow
21 57 2 snow
21 57 3 snow
21 57 4 snow
21 57 5 snow
21 57 6 snow
21 57 7 snow
21 57 8 snow
21 57 9 snow
21 58 0 snow
21 58 1 snow
21 58 2 snow
21 58 3 snow
21 58 4 snow
21 58 5 snow
21 58 6 snow
21 58 7 snow
21 58 8 snow
21 58 9 snow
21 59 0 snow
21 59 1 snow
21 59 2 snow
21 59 3 snow
21 59 4 snow
21 59 5 snow
21 59 6 snow
21 59 7 snow
21 59 8 snow
21 59 9 snow
21 60 0 snow
21 60 1 snow
21 60 2 snow
21 60 3 snow
21 60 4 snow
21 60 5 snow
21 60 6 snow
21 60 7 snow
21 60 8 snow
21 60 9 snow
21 61 0 snow
21 61 1 snow
21 61 2 snow
21 61 3 snow
21 61 4 snow
21 61 5 snow
21 61 6 snow
21 61 7 snow
21 61 8 snow
21 61 9 snow
21 62 0 snow
21 62 1 snow
21 62 2 snow
21 62 3 snow
21 62 4 snow
21 62 5 snow
21 62 6 snow
21 62 7 snow
21 62 8 snow
21 62 9 snow
21 62 13 leaves_1
21 63 0 snow
21 63 1 snow
21 63 2 snow
21 63 3 snow
21 63 4 snow
21 63 5 snow
21 63 6 snow
21 63 7 snow
21 63 8 snow
21 63 9 snow
21 63 13 leaves_1
21 63 14 leaves_1
21 64 0 snow
21 64 1 snow
21 64 2 snow
21 64 3 snow
21 64 4 snow
21 64 5 snow
21 64 6 snow
21 64 7 snow
21 64 8 snow
21 64 9 snow
21 64 13 leaves_1
21 65 0 snow
21 65 1 snow
21 65 2 snow
21 65 3 snow
21 65 4 snow
21 65 5 snow
21 65 6 snow
21 65 7 snow
21 65 8 snow
21 65 9 snow
21 66 0 snow
21 66 1 snow
21 66 2 snow
21 66 3 snow
21 66 4 snow
21 66 5 snow
21 66 6 snow
21 66 7 snow
21 66 8 snow
21 66 9 snow
21 67 0 snow
21 67 1 snow
21 67 2 snow
21 67 3 snow
21 67 4 snow
21 67 5 snow
21 67 6 snow
21 67 7 snow
21 67 8 snow
21 67 9 snow
21 68 0 snow
21 68 1 snow
21 68 2 snow
21 68 3 snow
21 68 4 snow
21 68 5 snow
21 68 6 snow
21 68 7 snow
21 68 8 snow
21 68 9 snow
21 69 0 snow
21 69 1 snow
21 69 2 snow
21 69 3 snow
21 69 4 snow
21 69 5 snow
21 69 6 snow
21 69 7 snow
21 69 8 snow
21 69 9 snow
21 70 0 snow
21 70 1 snow
21 70 2 snow
21 70 3 snow
21 70 4 snow
21 70 5 snow
21 70 6 snow
21 70 7 snow
21 70 8 snow
21 70 9 snow
21 71 0 snow
21 71 1 snow
21 71 2 snow
21 71 3 snow
21 71 4 snow
21 71 5 snow
21 71 6 snow
21 71 7 snow
21 71 8 snow
21 71 9 snow
21 72 0 snow
21 72 1 snow
21 72 2 snow
21 72 3 snow
21 72 4 snow
21 72 5 snow
21 72 6 snow
21 72 7 snow
21 72 8 snow
21 72 9 snow
21 73 0 snow
21 73 1 snow
21 73 2 snow
21 73 3 snow
21 73 4 snow
21 73 5 snow
21 73 6 snow
21 73 7 snow
21 73 8 snow
21 73 9 snow
21 74 0 snow
21 74 1 snow
21 74 2 snow
21 74 3 snow
21 74 4 snow
21 74 5 snow
21 74 6 snow
21 74 7 snow
21 74 8 snow
21 74 9 snow
21 75 0 snow
21 75 1 snow
21 75 2 snow
21 75 3 snow
21 75 4 snow
21 75 5 snow
21 75 6 snow
21 75 7 snow
21 75 8 snow
21 75 9 snow
21 76 0 snow
21 76 1 snow
21 76 2 snow
21 76 3 snow
21 76 4 snow
21 76 5 snow
21 76 6 snow
21 76 7 snow
21 76 8 snow
21 76 9 snow
21 77 0 snow
21 77 1 snow
21 77 2 snow
21 77 3 snow
21 77 4 snow
21 77 5 snow
21 77 6 snow
21 77 7 snow
21 77 8 snow
21 77 9 snow
21 78 0 snow
21 78 1 snow
21 78 2 snow
21 78 3 snow
21 78 4 snow
21 78 5 snow
21 78 6 snow
21 78 7 snow
21 78 8 snow
21 78 9 snow
21 79 0 snow
21 79 1 snow
21 79 2 snow
21 79 3 snow
21 79 4 snow
21 79 5 snow
21 79 6 snow
21 79 7 snow
21 79 8 snow
21 79 9 snow
21 80 0 snow
21 80 1 snow
21 80 2 snow
21 80 3 snow
21 80 4 snow
21 80 5 snow
21 80 6 snow
21 80 7 snow
21 80 8 snow
21 80 9 snow
21 81 0 snow
21 81 1 snow
21 81 2 snow
21 81 3 snow
21 81 4 snow
21 81 5 snow
21 81 6 snow
21 81 7 snow
21 81 8 snow
21 81 9 snow
21 82 0 snow
21 82 1 snow
21 82 2 snow
21 82 3 snow
21 82 4 snow
21 82 5 snow
21 82 6 snow
21 82 7 snow
21 82 8 snow
21 82 9 snow
21 83 0 snow
21 83 1 snow
21 83 2 snow
21 83 3 snow
21 83 4 snow
21 83 5 snow
21 83 6 snow
21 83 7 snow
21 83 8 snow
21 83 9 snow
21 84 0 snow
21 84 1 snow
