f 0.600000 0.600000 0.600000 
27 49 11 pavement
27 49 12 pavement
27 50 0 snow
27 50 1 snow
27 50 2 snow
27 50 3 snow
27 50 4 snow
27 50 5 snow
27 50 6 snow
27 50 7 snow
27 50 8 pavement
27 50 9 pavement
27 50 10 pavement
27 50 11 pavement
27 50 12 pavement
27 51 0 snow
27 51 1 snow
27 51 2 snow
27 51 3 snow
27 51 4 snow
27 51 5 snow
27 51 6 snow
27 51 7 snow
27 51 8 pavement
27 51 9 pavement
27 51 10 pavement
27 51 11 pavement
27 51 12 pavement
27 52 0 snow
27 52 1 snow
27 52 2 snow
27 52 3 snow
27 52 4 snow
27 52 5 snow
27 52 6 snow
27 52 7 snow
27 52 8 pavement
27 52 9 pavement
27 52 10 pavement
27 52 11 pavement
27 52 12 pavement
27 53 0 snow
27 53 1 snow
27 53 2 snow
27 53 3 snow
27 53 4 snow
27 53 5 snow
27 53 6 snow
27 53 7 snow
27 53 8 pavement
27 53 9 pavement
27 53 10 pavement
27 53 11 pavement
27 53 12 pavement
27 54 0 snow
27 54 1 snow
27 54 2 snow
27 54 3 snow
27 54 4 snow
27 54 5 snow
27 54 6 snow
27 54 7 snow
27 54 8 pavement
27 54 9 pavement
27 54 10 pavement
27 54 11 pavement
27 54 12 pavement
27 55 0 snow
27 55 1 snow
27 55 2 snow
27 55 3 snow
27 55 4 snow
27 55 5 snow
27 55 6 snow
27 55 7 snow
27 55 8 pavement
27 55 9 pavement
27 55 10 pavement
27 55 11 pavement
27 55 12 pavement
27 56 0 snow
27 56 1 snow
27 56 2 snow
27 56 3 snow
27 56 4 snow
27 56 5 snow
27 56 6 snow
27 56 7 snow
27 56 8 pavement
27 56 9 pavement
27 56 10 pavement
27 56 11 pavement
27 56 12 pavement
27 57 0 snow
27 57 1 snow
27 57 2 snow
27 57 3 snow
27 57 4 snow
27 57 5 snow
27 57 6 snow
27 57 7 snow
27 57 8 pavement
27 57 9 pavement
27 57 10 pavement
27 57 11 pavement
27 57 12 pavement
27 58 0 snow
27 58 1 snow
27 58 2 snow
27 58 3 snow
27 58 4 snow
27 58 5 snow
27 58 6 snow
27 58 7 snow
27 58 8 pavement
27 58 9 pavement
27 58 10 pavement
27 58 11 pavement
27 58 12 pavement
27 59 0 snow
27 59 1 snow
27 59 2 snow
27 59 3 snow
27 59 4 snow
27 59 5 snow
27 59 6 snow
27 59 7 snow
27 59 8 pavement
27 59 9 pavement
27 59 10 pavement
27 59 11 pavement
27 59 12 pavement
27 60 0 snow
27 60 1 snow
27 60 2 snow
27 60 3 snow
27 60 4 snow
27 60 5 snow
27 60 6 snow
27 60 7 snow
27 60 8 pavement
27 60 9 pavement
27 60 10 pavement
27 60 11 pavement
27 60 12 pavement
27 61 0 snow
27 61 1 snow
27 61 2 snow
27 61 3 snow
27 61 4 snow
27 61 5 snow
27 61 6 snow
27 61 7 snow
27 61 8 pavement
27 61 9 pavement
27 61 10 pavement
27 61 11 pavement
27 61 12 pavement
27 62 0 snow
27 62 1 snow
27 62 2 snow
27 62 3 snow
27 62 4 snow
27 62 5 snow
27 62 6 snow
27 62 7 snow
27 62 8 pavement
27 62 9 pavement
27 62 10 pavement
27 62 11 pavement
27 62 12 pavement
27 63 0 snow
27 63 1 snow
27 63 2 snow
27 63 3 snow
27 63 4 snow
27 63 5 snow
27 63 6 snow
27 63 7 snow
27 63 8 pavement
27 63 9 pavement
27 63 10 pavement
27 63 11 pavement
27 63 12 pavement
27 64 0 snow
27 64 1 snow
27 64 2 snow
27 64 3 snow
27 64 4 snow
27 64 5 snow
27 64 6 snow
27 64 7 snow
27 64 8 pavement
27 64 9 pavement
27 64 10 pavement
27 64 11 pavement
27 64 12 pavement
27 65 0 snow
27 65 1 snow
27 65 2 snow
27 65 3 snow
27 65 4 snow
27 65 5 snow
27 65 6 snow
27 65 7 snow
27 65 8 pavement
27 65 9 pavement
27 65 10 pavement
27 65 11 pavement
27 65 12 pavement
27 66 0 snow
27 66 1 snow
27 66 2 snow
27 66 3 snow
27 66 4 snow
27 66 5 snow
27 66 6 snow
27 66 7 snow
27 66 8 pavement
27 66 9 pavement
27 66 10 pavement
27 66 11 pavement
27 66 12 pavement
27 67 0 snow
27 67 1 snow
27 67 2 snow
27 67 3 snow
27 67 4 snow
27 67 5 snow
27 67 6 snow
27 67 7 snow
27 67 8 pavement
27 67 9 pavement
27 67 10 pavement
27 67 11 pavement
27 67 12 pavement
27 68 0 snow
27 68 1 snow
27 68 2 snow
27 68 3 snow
27 68 4 snow
27 68 5 snow
27 68 6 snow
27 68 7 snow
27 68 8 pavement
27 68 9 pavement
27 68 10 pavement
27 68 11 pavement
27 68 12 pavement
27 69 0 snow
27 69 1 snow
27 69 2 snow
27 69 3 snow
27 69 4 snow
27 69 5 snow
27 69 6 snow
27 69 7 snow
27 69 8 pavement
27 69 9 pavement
27 69 10 pavement
27 69 11 pavement
27 69 12 pavement
27 70 0 snow
27 70 1 snow
27 70 2 snow
27 70 3 snow
27 70 4 snow
27 70 5 snow
27 70 6 snow
27 70 7 snow
27 70 8 pavement
27 70 9 pavement
27 70 10 pavement
27 70 11 pavement
27 70 12 pavement
27 71 0 snow
27 71 1 snow
27 71 2 snow
27 71 3 snow
27 71 4 snow
27 71 5 snow
27 71 6 snow
27 71 7 snow
27 71 8 pavement
27 71 9 pavement
27 71 10 pavement
27 71 11 pavement
27 71 12 pavement
27 72 0 snow
27 72 1 snow
27 72 2 snow
27 72 3 snow
27 72 4 snow
27 72 5 snow
27 72 6 snow
27 72 7 snow
27 72 8 pavement
27 72 9 pavement
27 72 10 pavement
27 72 11 pavement
27 72 12 pavement
27 73 0 snow
27 73 1 snow
27 73 2 snow
27 73 3 snow
27 73 4 snow
27 73 5 snow
27 73 6 snow
27 73 7 snow
27 73 8 pavement
27 73 9 pavement
27 73 10 pavement
27 73 11 pavement
27 73 12 pavement
27 74 0 snow
27 74 1 snow
27 74 2 snow
27 74 3 snow
27 74 4 snow
27 74 5 snow
27 74 6 snow
27 74 7 snow
27 74 8 pavement
27 74 9 pavement
27 74 10 pavement
27 74 11 pavement
27 74 12 pavement
27 75 0 snow
27 75 1 snow
27 75 2 snow
27 75 3 snow
27 75 4 snow
27 75 5 snow
27 75 6 snow
27 75 7 snow
27 75 8 pavement
27 75 9 pavement
27 75 10 pavement
27 75 11 pavement
27 75 12 pavement
27 76 0 snow
27 76 1 snow
27 76 2 snow
27 76 3 snow
27 76 4 snow
27 76 5 snow
27 76 6 snow
27 76 7 snow
27 76 8 pavement
27 76 9 pavement
27 76 10 pavement
27 76 11 pavement
27 76 12 pavement
27 77 0 snow
27 77 1 snow
27 77 2 snow
27 77 3 snow
27 77 4 snow
27 77 5 snow
27 77 6 snow
27 77 7 snow
27 77 8 pavement
27 77 9 pavement
27 77 10 pavement
27 77 11 pavement
27 77 12 pavement
27 78 0 snow
27 78 1 snow
27 78 2 snow
27 78 3 snow
27 78 4 snow
27 78 5 snow
27 78 6 snow
27 78 7 snow
27 78 8 pavement
27 78 9 pavement
27 78 10 pavement
27 78 11 pavement
27 78 12 pavement
27 79 0 snow
27 79 1 snow
27 79 2 snow
27 79 3 snow
27 79 4 snow
27 79 5 snow
27 79 6 snow
27 79 7 snow
27 79 8 pavement
27 79 9 pavement
27 79 10 pavement
27 79 11 pavement
27 79 12 pavement
27 80 0 snow
27 80 1 snow
27 80 2 snow
27 80 3 snow
27 80 4 snow
27 80 5 snow
27 80 6 snow
27 80 7 snow
27 80 8 pavement
27 80 9 pavement
27 80 10 pavement
27 80 11 pavement
27 80 12 pavement
27 81 0 snow
27 81 1 snow
27 81 2 snow
27 81 3 snow
27 81 4 snow
27 81 5 snow
27 81 6 snow
27 81 7 snow
27 81 8 pavement
27 81 9 pavement
27 81 10 pavement
27 81 11 pavement
27 81 12 pavement
27 82 0 snow
27 82 1 snow
27 82 2 snow
27 82 3 snow
27 82 4 snow
27 82 5 snow
27 82 6 snow
27 82 7 snow
27 82 8 pavement
27 82 9 pavement
27 82 10 pavement
27 82 11 pavement
27 82 12 pavement
27 83 0 snow
27 83 1 snow
27 83 2 snow
27 83 3 snow
27 83 4 snow
27 83 5 snow
27 83 6 snow
27 83 7 snow
27 83 8 pavement
27 83 9 pavement
27 83 10 pavement
27 83 11 pavement
27 83 12 pavement
27 84 0 snow
27 84 1 snow
27 84 2 snow
27 84 3 snow
27 84 4 snow
27 84 5 snow
27 84 6 snow
27 84 7 snow
27 84 8 pavement
27 84 9 pavement
27 84 10 pavement
27 84 11 pavement
27 84 12 pavement
27 85 0 snow
27 85 1 snow
27 85 2 snow
27 85 3 snow
27 85 4 snow
27 85 5 snow
27 85 6 snow
27 85 7 snow
27 85 8 pavement
27 85 9 pavement
27 85 10 pavement
27 85 11 pavement
27 85 12 pavement
27 86 0 snow
27 86 1 snow
27 86 2 snow
27 86 3 snow
27 86 4 snow
27 86 5 snow
27 86 6 snow
27 86 7 snow
27 86 8 pavement
27 86 9 pavement
27 86 10 pavement
27 86 11 pavement
27 86 12 pavement
27 87 0 snow
27 87 1 snow
27 87 2 snow
27 87 3 snow
27 87 4 snow
27 87 5 snow
27 87 6 snow
27 87 7 snow
27 87 8 pavement
27 87 9 pavement
27 87 10 pavement
27 87 11 pavement
27 87 12 pavement
27 88 0 snow
27 88 1 snow
27 88 2 snow
27 88 3 snow
27 88 4 snow
27 88 5 snow
27 88 6 snow
27 88 7 snow
27 88 8 pavement
27 88 9 pavement
27 88 10 pavement
27 88 11 pavement
27 88 12 pavement
27 89 0 snow
27 89 1 snow
27 89 2 snow
27 89 3 snow
27 89 4 snow
27 89 5 snow
27 89 6 snow
27 89 7 snow
27 89 8 pavement
27 89 9 pavement
27 89 10 pavement
27 89 11 pavement
27 89 12 pavement
27 90 0 snow
27 90 1 snow
27 90 2 snow
27 90 3 snow
27 90 4 snow
27 90 5 snow
27 90 6 snow
27 90 7 snow
27 90 8 pavement
27 90 9 pavement
27 90 10 pavement
27 90 11 pavement
27 90 12 pavement
27 91 0 snow
27 91 1 snow
27 91 2 snow
27 91 3 snow
27 91 4 snow
27 91 5 snow
27 91 6 snow
27 91 7 snow
27 91 8 pavement
27 91 9 pavement
27 91 10 pavement
27 91 11 pavement
27 91 12 pavement
27 92 0 snow
27 92 1 snow
27 92 2 snow
27 92 3 snow
27 92 4 snow
27 92 5 snow
27 92 6 snow
27 92 7 snow
27 92 8 pavement
27 92 9 pavement
27 92 10 pavement
27 92 11 pavement
27 92 12 pavement
27 93 0 snow
27 93 1 snow
27 93 2 snow
27 93 3 snow
27 93 4 snow
27 93 5 snow
27 93 6 snow
27 93 7 snow
27 93 8 pavement
27 93 9 pavement
27 93 10 pavement
27 93 11 pavement
27 93 12 pavement
27 94 0 snow
27 94 1 snow
27 94 2 snow
27 94 3 snow
27 94 4 snow
27 94 5 snow
27 94 6 snow
27 94 7 snow
27 94 8 pavement
27 94 9 pavement
27 94 10 pavement
27 94 11 pavement
27 94 12 pavement
27 95 0 snow
27 95 1 snow
27 95 2 snow
27 95 3 snow
27 95 4 snow
27 95 5 snow
27 95 6 snow
27 95 7 snow
27 95 8 pavement
27 95 9 pavement
27 95 10 pavement
27 95 11 pavement
27 95 12 pavement
27 96 0 snow
27 96 1 snow
27 96 2 snow
27 96 3 snow
27 96 4 snow
27 96 5 snow
27 96 6 snow
27 96 7 snow
27 96 8 pavement
27 96 9 pavement
27 96 10 pavement
27 96 11 pavement
27 96 12 pavement
27 97 0 snow
27 97 1 snow
27 97 2 snow
27 97 3 snow
27 97 4 snow
27 97 5 snow
27 97 6 snow
27 97 7 snow
27 97 8 pavement
27 97 9 pavement
27 97 10 pavement
27 97 11 pavement
27 97 12 pavement
27 98 0 snow
27 98 1 snow
27 98 2 snow
27 98 3 snow
27 98 4 snow
27 98 5 snow
27 98 6 snow
27 98 7 snow
27 98 8 pavement
27 98 9 pavement
27 98 10 pavement
27 98 11 pavement
27 98 12 pavement
27 99 0 snow
27 99 1 snow
27 99 2 snow
27 99 3 snow
27 99 4 snow
27 99 5 snow
27 99 6 snow
27 99 7 snow
27 99 8 pavement
27 99 9 pavement
27 99 10 pavement
27 99 11 pavement
27 99 12 pavement
28 0 0 snow
28 0 1 snow
28 0 2 snow
28 0 3 snow
28 0 4 snow
28 0 5 snow
28 0 6 snow
28 0 7 snow
28 0 8 pavement
28 0 9 pavement
28 0 10 pavement
28 0 11 pavement
28 0 12 pavement
28 1 0 snow
28 1 1 snow
28 1 2 snow
28 1 3 snow
28 1 4 snow
28 1 5 snow
28 1 6 snow
28 1 7 snow
28 1 8 pavement
28 1 9 pavement
28 1 10 pavement
28 1 11 pavement
28 1 12 pavement
28 2 0 snow
28 2 1 snow
28 2 2 snow
28 2 3 snow
28 2 4 snow
28 2 5 snow
28 2 6 snow
28 2 7 snow
28 2 8 pavement
28 2 9 pavement
28 2 10 pavement
28 2 11 pavement
28 2 12 pavement
28 3 0 snow
28 3 1 snow
28 3 2 snow
28 3 3 snow
28 3 4 snow
28 3 5 snow
28 3 6 snow
28 3 7 snow
28 3 8 pavement
28 3 9 pavement
28 3 10 pavement
28 3 11 pavement
28 3 12 pavement
28 4 0 snow
28 4 1 snow
28 4 2 snow
28 4 3 snow
28 4 4 snow
28 4 5 snow
28 4 6 snow
28 4 7 snow
28 4 8 pavement
28 4 9 pavement
28 4 10 pavement
28 4 11 pavement
28 4 12 pavement
28 5 0 snow
28 5 1 snow
28 5 2 snow
28 5 3 snow
28 5 4 snow
28 5 5 snow
28 5 6 snow
28 5 7 snow
28 5 8 pavement
28 5 9 pavement
28 5 10 pavement
28 5 11 pavement
28 5 12 pavement
28 6 0 snow
28 6 1 snow
28 6 2 snow
28 6 3 snow
28 6 4 snow
28 6 5 snow
28 6 6 snow
28 6 7 snow
28 6 8 pavement
28 6 9 pavement
28 6 10 pavement
28 6 11 pavement
28 6 12 pavement
28 7 0 snow
28 7 1 snow
28 7 2 snow
28 7 3 snow
28 7 4 snow
28 7 5 snow
28 7 6 snow
28 7 7 snow
28 7 8 pavement
28 7 9 pavement
28 7 10 pavement
28 7 11 pavement
28 7 12 pavement
28 8 0 snow
28 8 1 snow
28 8 2 snow
28 8 3 snow
28 8 4 snow
28 8 5 snow
28 8 6 snow
28 8 7 snow
28 8 8 pavement
28 8 9 pavement
28 8 10 pavement
28 8 11 pavement
28 8 12 pavement
28 9 0 snow
28 9 1 snow
28 9 2 snow
28 9 3 snow
28 9 4 snow
28 9 5 snow
28 9 6 snow
28 9 7 snow
28 9 8 pavement
28 9 9 pavement
28 9 10 pavement
28 9 11 pavement
28 9 12 pavement
28 10 0 snow
28 10 1 snow
28 10 2 snow
28 10 3 snow
28 10 4 snow
28 10 5 snow
28 10 6 snow
28 10 7 snow
28 10 8 pavement
28 10 9 pavement
28 10 10 pavement
28 10 11 pavement
28 10 12 pavement
28 11 0 snow
28 11 1 snow
28 11 2 snow
28 11 3 snow
28 11 4 snow
28 11 5 snow
28 11 6 snow
28 11 7 snow
28 11 8 pavement
28 11 9 pavement
28 11 10 pavement
28 11 11 pavement
28 11 12 pavement
28 12 0 snow
28 12 1 snow
28 12 2 snow
28 12 3 snow
28 12 4 snow
28 12 5 snow
28 12 6 snow
28 12 7 snow
28 12 8 pavement
28 12 9 pavement
28 12 10 pavement
28 12 11 pavement
28 12 12 pavement
28 13 0 snow
28 13 1 snow
28 13 2 snow
28 13 3 snow
28 13 4 snow
28 13 5 snow
28 13 6 snow
28 13 7 snow
28 13 8 pavement
28 13 9 pavement
28 13 10 pavement
28 13 11 pavement
28 13 12 pavement
28 14 0 snow
28 14 1 snow
28 14 2 snow
28 14 3 snow
28 14 4 snow
28 14 5 snow
28 14 6 snow
28 14 7 snow
28 14 8 pavement
28 14 9 pavement
28 14 10 pavement
28 14 11 pavement
28 14 12 pavement
28 15 0 snow
28 15 1 snow
28 15 2 snow
28 15 3 snow
28 15 4 snow
28 15 5 snow
28 15 6 snow
28 15 7 snow
28 15 8 pavement
28 15 9 pavement
28 15 10 pavement
28 15 11 pavement
28 15 12 pavement
28 16 0 snow
28 16 1 snow
28 16 2 snow
28 16 3 snow
28 16 4 snow
28 16 5 snow
28 16 6 snow
28 16 7 snow
28 16 8 pavement
28 16 9 pavement
28 16 10 pavement
28 16 11 pavement
28 16 12 pavement
28 17 0 snow
28 17 1 snow
28 17 2 snow
28 17 3 snow
28 17 4 snow
28 17 5 snow
28 17 6 snow
28 17 7 snow
28 17 8 pavement
28 17 9 pavement
28 17 10 pavement
28 17 11 pavement
28 17 12 pavement
28 18 0 snow
28 18 1 snow
28 18 2 snow
28 18 3 snow
28 18 4 snow
28 18 5 snow
28 18 6 snow
28 18 7 snow
28 18 8 pavement
28 18 9 pavement
28 18 10 pavement
28 18 11 pavement
28 18 12 pavement
28 19 0 snow
28 19 1 snow
28 19 2 snow
28 19 3 snow
28 19 4 snow
28 19 5 snow
28 19 6 snow
28 19 7 snow
28 19 8 pavement
28 19 9 pavement
28 19 10 pavement
28 19 11 pavement
28 19 12 pavement
28 20 0 snow
28 20 1 snow
28 20 2 snow
28 20 3 snow
28 20 4 snow
28 20 5 snow
28 20 6 snow
28 20 7 snow
28 20 8 pavement
28 20 9 pavement
28 20 10 pavement
28 20 11 pavement
28 20 12 pavement
28 21 0 snow
28 21 1 snow
28 21 2 snow
28 21 3 snow
28 21 4 snow
28 21 5 snow
28 21 6 snow
28 21 7 snow
28 21 8 pavement
28 21 9 pavement
28 21 10 pavement
28 21 11 pavement
28 21 12 pavement
28 22 0 snow
28 22 1 snow
28 22 2 snow
28 22 3 snow
28 22 4 snow
28 22 5 snow
28 22 6 snow
28 22 7 snow
28 22 8 pavement
28 22 9 pavement
28 22 10 pavement
28 22 11 pavement
28 22 12 pavement
28 23 0 snow
28 23 1 snow
28 23 2 snow
28 23 3 snow
28 23 4 snow
28 23 5 snow
28 23 6 snow
28 23 7 snow
28 23 8 pavement
28 23 9 pavement
28 23 10 pavement
28 23 11 pavement
28 23 12 pavement
28 24 0 snow
28 24 1 snow
28 24 2 snow
28 24 3 snow
28 24 4 snow
28 24 5 snow
28 24 6 snow
28 24 7 snow
28 24 8 pavement
28 24 9 pavement
28 24 10 pavement
28 24 11 pavement
28 24 12 pavement
28 25 0 snow
28 25 1 snow
28 25 2 snow
28 25 3 snow
28 25 4 snow
28 25 5 snow
28 25 6 snow
28 25 7 snow
28 25 8 pavement
28 25 9 pavement
28 25 10 pavement
28 25 11 pavement
28 25 12 pavement
28 26 0 snow
28 26 1 snow
28 26 2 snow
28 26 3 snow
28 26 4 snow
28 26 5 snow
28 26 6 snow
28 26 7 snow
28 26 8 pavement
28 26 9 pavement
28 26 10 pavement
28 26 11 pavement
28 26 12 pavement
28 27 0 snow
28 27 1 snow
28 27 2 snow
28 27 3 snow
28 27 4 snow
28 27 5 snow
28 27 6 snow
28 27 7 snow
28 27 8 pavement
28 27 9 pavement
28 27 10 pavement
28 27 11 pavement
28 27 12 pavement
28 28 0 snow
28 28 1 snow
28 28 2 snow
28 28 3 snow
28 28 4 snow
28 28 5 snow
28 28 6 snow
28 28 7 snow
28 28 8 pavement
28 28 9 pavement
28 28 10 pavement
28 28 11 pavement
28 28 12 pavement
28 29 0 snow
28 29 1 snow
28 29 2 snow
28 29 3 snow
28 29 4 snow
28 29 5 snow
28 29 6 snow
28 29 7 snow
28 29 8 pavement
28 29 9 pavement
28 29 10 pavement
28 29 11 pavement
28 29 12 pavement
28 30 0 snow
28 30 1 snow
28 30 2 snow
28 30 3 snow
28 30 4 snow
28 30 5 snow
28 30 6 snow
28 30 7 snow
28 30 8 pavement
28 30 9 pavement
28 30 10 pavement
28 30 11 pavement
28 30 12 pavement
28 31 0 snow
28 31 1 snow
28 31 2 snow
28 31 3 snow
28 31 4 snow
28 31 5 snow
28 31 6 snow
28 31 7 snow
28 31 8 pavement
28 31 9 pavement
28 31 10 pavement
28 31 11 pavement
28 31 12 pavement
28 32 0 snow
28 32 1 snow
28 32 2 snow
28 32 3 snow
28 32 4 snow
28 32 5 snow
28 32 6 snow
28 32 7 snow
28 32 8 pavement
28 32 9 pavement
28 32 10 pavement
28 32 11 pavement
28 32 12 pavement
28 33 0 snow
28 33 1 snow
28 33 2 snow
28 33 3 snow
28 33 4 snow
28 33 5 snow
28 33 6 snow
28 33 7 snow
28 33 8 pavement
28 33 9 pavement
28 33 10 pavement
28 33 11 pavement
28 33 12 pavement
28 34 0 snow
28 34 1 snow
28 34 2 snow
28 34 3 snow
28 34 4 snow
28 34 5 snow
28 34 6 snow
28 34 7 snow
28 34 8 pavement
28 34 9 pavement
28 34 10 pavement
28 34 11 pavement
28 34 12 pavement
28 35 0 snow
28 35 1 snow
28 35 2 snow
28 35 3 snow
28 35 4 snow
28 35 5 snow
28 35 6 snow
28 35 7 snow
28 35 8 pavement
28 35 9 pavement
28 35 10 pavement
28 35 11 pavement
28 35 12 pavement
28 36 0 snow
28 36 1 snow
28 36 2 snow
28 36 3 snow
28 36 4 snow
28 36 5 snow
28 36 6 snow
28 36 7 snow
28 36 8 pavement
28 36 9 pavement
28 36 10 pavement
28 36 11 pavement
28 36 12 pavement
28 37 0 snow
28 37 1 snow
28 37 2 snow
28 37 3 snow
28 37 4 snow
28 37 5 snow
28 37 6 snow
28 37 7 snow
28 37 8 pavement
28 37 9 pavement
28 37 10 pavement
28 37 11 pavement
28 37 12 pavement
28 38 0 snow
28 38 1 snow
28 38 2 snow
28 38 3 snow
28 38 4 snow
28 38 5 snow
28 38 6 snow
28 38 7 snow
28 38 8 pavement
28 38 9 pavement
28 38 10 pavement
28 38 11 pavement
28 38 12 pavement
28 39 0 snow
28 39 1 snow
28 39 2 snow
28 39 3 snow
28 39 4 snow
28 39 5 snow
28 39 6 snow
28 39 7 snow
28 39 8 pavement
28 39 9 pavement
28 39 10 pavement
28 39 11 pavement
28 39 12 pavement
28 40 0 snow
28 40 1 snow
28 40 2 snow
28 40 3 snow
28 40 4 snow
28 40 5 snow
28 40 6 snow
28 40 7 snow
28 40 8 pavement
28 40 9 pavement
28 40 10 pavement
28 40 11 pavement
28 40 12 pavement
28 41 0 snow
28 41 1 snow
28 41 2 snow
28 41 3 snow
28 41 4 snow
28 41 5 snow
28 41 6 snow
28 41 7 snow
28 41 8 pavement
28 41 9 pavement
28 41 10 pavement
28 41 11 pavement
28 41 12 pavement
28 42 0 snow
28 42 1 snow
28 42 2 snow
28 42 3 snow
28 42 4 snow
28 42 5 snow
28 42 6 snow
28 42 7 snow
28 42 8 pavement
28 42 9 pavement
28 42 10 pavement
28 42 11 pavement
28 42 12 pavement
28 43 0 snow
28 43 1 snow
28 43 2 snow
28 43 3 snow
28 43 4 snow
28 43 5 snow
28 43 6 snow
28 43 7 snow
28 43 8 pavement
28 43 9 pavement
28 43 10 pavement
28 43 11 pavement
28 43 12 pavement
28 44 0 snow
28 44 1 snow
28 44 2 snow
28 44 3 snow
28 44 4 snow
28 44 5 snow
28 44 6 snow
28 44 7 snow
28 44 8 pavement
28 44 9 pavement
28 44 10 pavement
28 44 11 pavement
28 44 12 pavement
28 45 0 snow
28 45 1 snow
28 45 2 snow
28 45 3 snow
28 45 4 snow
28 45 5 snow
28 45 6 snow
28 45 7 snow
28 45 8 pavement
28 45 9 pavement
28 45 10 pavement
28 45 11 pavement
28 45 12 pavement
28 46 0 snow
28 46 1 snow
28 46 2 snow
28 46 3 snow
28 46 4 snow
28 46 5 snow
28 46 6 snow
28 46 7 snow
28 46 8 pavement
28 46 9 pavement
28 46 10 pavement
28 46 11 pavement
28 46 12 pavement
28 47 0 snow
28 47 1 snow
28 47 2 snow
28 47 3 snow
28 47 4 snow
28 47 5 snow
28 47 6 snow
28 47 7 snow
28 47 8 pavement
28 47 9 pavement
28 47 10 pavement
28 47 11 pavement
28 47 12 pavement
28 48 0 snow
28 48 1 snow
28 48 2 snow
28 48 3 snow
28 48 4 snow
28 48 5 snow
28 48 6 snow
28 48 7 snow
28 48 8 pavement
28 48 9 pavement
28 48 10 pavement
28 48 11 pavement
28 48 12 pavement
28 49 0 snow
28 49 1 snow
28 49 2 snow
28 49 3 snow
28 49 4 snow
28 49 5 snow
28 49 6 snow
28 49 7 snow
28 49 8 pavement
28 49 9 pavement
28 49 10 pavement
28 49 11 pavement
28 49 12 pavement
28 50 0 snow
28 50 1 snow
28 50 2 snow
28 50 3 snow
28 50 4 snow
28 50 5 snow
28 50 6 snow
28 50 7 snow
28 50 8 pavement
28 50 9 pavement
28 50 10 pavement
28 50 11 pavement
28 50 12 pavement
28 51 0 snow
28 51 1 snow
28 51 2 snow
28 51 3 snow
28 51 4 snow
28 51 5 snow
28 51 6 snow
28 51 7 snow
28 51 8 pavement
28 51 9 pavement
28 51 10 pavement
28 51 11 pavement
28 51 12 pavement
28 52 0 snow
28 52 1 snow
28 52 2 snow
28 52 3 snow
28 52 4 snow
28 52 5 snow
28 52 6 snow
28 52 7 snow
28 52 8 pavement
28 52 9 pavement
28 52 10 pavement
28 52 11 pavement
28 52 12 pavement
28 53 0 snow
28 53 1 snow
28 53 2 snow
28 53 3 snow
28 53 4 snow
28 53 5 snow
28 53 6 snow
28 53 7 snow
28 53 8 pavement
28 53 9 pavement
28 53 10 pavement
28 53 11 pavement
28 53 12 pavement
28 54 0 snow
28 54 1 snow
28 54 2 snow
28 54 3 snow
28 54 4 snow
28 54 5 snow
28 54 6 snow
28 54 7 snow
28 54 8 pavement
28 54 9 pavement
28 54 10 pavement
28 54 11 pavement
28 54 12 pavement
28 55 0 snow
28 55 1 snow
28 55 2 snow
28 55 3 snow
28 55 4 snow
28 55 5 snow
28 55 6 snow
28 55 7 snow
28 55 8 pavement
28 55 9 pavement
28 55 10 pavement
28 55 11 pavement
28 55 12 pavement
28 56 0 snow
28 56 1 snow
28 56 2 snow
28 56 3 snow
28 56 4 snow
28 56 5 snow
28 56 6 snow
28 56 7 snow
28 56 8 pavement
28 56 9 pavement
28 56 10 pavement
28 56 11 pavement
28 56 12 pavement
28 57 0 snow
28 57 1 snow
28 57 2 snow
28 57 3 snow
28 57 4 snow
28 57 5 snow
28 57 6 snow
28 57 7 snow
28 57 8 pavement
28 57 9 pavement
28 57 10 pavement
28 57 11 pavement
28 57 12 pavement
28 58 0 snow
28 58 1 snow
28 58 2 snow
28 58 3 snow
28 58 4 snow
28 58 5 snow
28 58 6 snow
28 58 7 snow
28 58 8 pavement
28 58 9 pavement
28 58 10 pavement
28 58 11 pavement
28 58 12 pavement
28 59 0 snow
28 59 1 snow
28 59 2 snow
28 59 3 snow
28 59 4 snow
28 59 5 snow
28 59 6 snow
28 59 7 snow
28 59 8 pavement
28 59 9 pavement
28 59 10 pavement
28 59 11 pavement
28 59 12 pavement
28 60 0 snow
28 60 1 snow
28 60 2 snow
28 60 3 snow
28 60 4 snow
28 60 5 snow
28 60 6 snow
28 60 7 snow
28 60 8 pavement
28 60 9 pavement
28 60 10 pavement
28 60 11 pavement
28 60 12 pavement
28 61 0 snow
28 61 1 snow
28 61 2 snow
28 61 3 snow
28 61 4 snow
28 61 5 snow
28 61 6 snow
28 61 7 snow
28 61 8 pavement
28 61 9 pavement
28 61 10 pavement
28 61 11 pavement
28 61 12 pavement
28 62 0 snow
28 62 1 snow
28 62 2 snow
28 62 3 snow
28 62 4 snow
28 62 5 snow
28 62 6 snow
28 62 7 snow
28 62 8 pavement
28 62 9 pavement
28 62 10 pavement
28 62 11 pavement
28 62 12 pavement
28 63 0 snow
28 63 1 snow
28 63 2 snow
28 63 3 snow
28 63 4 snow
28 63 5 snow
28 63 6 snow
28 63 7 snow
28 63 8 pavement
28 63 9 pavement
28 63 10 pavement
28 63 11 pavement
28 63 12 pavement
28 64 0 snow
28 64 1 snow
28 64 2 snow
28 64 3 snow
28 64 4 snow
28 64 5 snow
